Variant SKU,Body (HTML)
CAM1-18SFSP-148,"<p>Maximize your food storage and eliminate the risk of cross-contamination with durable Allergen-Free Purple Camwear® CamSquares! This crystal-clear design is outstanding for at-a-glance inventory, yet clearly labeled for allergen-free use in fast-paced kitchens. The CamSquare shape also boasts an incredible 33% better space usage than traditional round containers. Withstands temperatures -40°F to 210°F (-40°C to 99°C), acids, stains, and odors for a long-lasting improvement on your storage system. Molded-in handles on larger sizes allow both safe carrying and quick drying, while easy-to-read graduations improve efficiency. Use Cambro’s Allergen-Free snap-on covers to make a spill-proof, yet easily removed seal. Level your food preparation and storage to a safer, more efficient system with Camwear®!</p>

<ul>
<li>Allergen-Free Purple removes the risk of cross-contamination.</li>
<li>Holds between 2 and 22 QT (1.9 to 20.8 L).</li>
<li>Virtually unbreakable Camwear® resists high volume wear and tear.</li>
<li>Provides 33% better space usage than round containers.</li>
<li>Molded-in handles on 12, 18, and 22 QT sizes offer ergonomic lifting.</li>
<li>Easy-to-read graduations to increase efficiency and accuracy.</li>
<li>Crystal clear design allows at-a-glance inventory.</li>
<li>Stacking saves valuable space when not in use.</li>
<li>Withstands temperatures -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain, acid, and odor resistant.</li>
<li>Personalization available.</li>
<li>Dishwasher safe.</li>
<li>NSF Listed.</li>
<li>This product is ideal for storing and/or indicating allergen-free ingredients and prepared foods.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-200MCCW-135,"<p>Introduce a new level of accuracy and efficiency to your kitchen with the virtually unbreakable Camwear® Measuring Cups! This crystal-clear design is marked with blue metric and red American standard graduations, saving time and ingredients in the fastest-paced environments. Withstands acids, stains, and odors for reliable service, and won’t dent like metal. Personalization is available for additional food safety options. Molded-in handles are as durable as the cup, ensuring safe carrying. Camwear® Measuring Cups are the industry-leading way to reduce the risk of contamination, enhancing food safety and ease in the kitchen!</p>

<ul>
<li>Boasts color-coded external graduation in American Standard and metric.</li>
<li>Virtually unbreakable Camwear® resists high volume wear and tear.</li>
<li>Molded-in, durable handles offer ergonomic lifting and easy drying.</li>
<li>Crystal clear design allows at-a-glance inventory.</li>
<li>Stain, acid, and odor resistant for long-lasting service.</li>
<li>Personalization available.</li>
<li>Product is safe for high heat commercial dishwashers.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-20HPC-150,"<p>Preserve freshness and flavor with the freezer to oven flexibility of Cambro’s High Heat H-Pan Lids! Outstanding for flash freezing and reheating, these pan lids are ideal for use in heated carts, buffets, and microwaves. Reduces handling and cross-contamination at every step, offering durable options with and without handles. The translucent amber color offers at-a-glance inventory and an incredible -40°F to 375°F (-40°C to 190°C) temperature resistance. Safe in commercial dishwashers for additional convenience. Complete your high heat food pan solution with H-Pan lids that deliver consistent Cambro durability and quality!</p>

<ul>
<li>Durable protection for your high heat H-pans.</li>
<li>Select from flat cover, cover w/ handle, & notched cover w/ handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in flat cover only.</li>
<li>Withstands -40°F to 375°F (-40°C to 190°C).</li>
<li>Translucent amber offers at-a-glance inventory.</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Dishwasher safe.</li>
<li>NSF Listed.</li>
<li>Listed by NSF International, an independent, not-for-profit organization which certifies products for sanitation and cleanability.</li>
<li>This product is safe for use in microwaves.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-20HPLN-150,"<p>Cambro High Heat FlipLids are designed to support HACCP guidelines by keeping hot food protected on service lines and prep stations between servings. The lid flips up to easily access contents without removing the lid from the pan.</p>

<ul>
<li>Helps keep food hot and fresh and reduces the risk of cross-contamination.</li>
<li>Withstands and adapts to different temperatures from -40˚ to 375˚F (-40˚ to 190˚C).</li>
<li>Amber translucent color allows adequate visibility for inventory management.</li>
<li>Personalize this product for added value.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>This product is safe for use in microwaves.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-20LPCWC-135,"<p>Camwear® Food Pan Lids offer Cambro durability and a variety of options to preserve freshness! Designed to support HACCP guidelines, Camwear® lids are ideal for use in prep tables, reach-in refrigerators, and walk-in coolers. Engineered for maintaining freshness, flavor, and quality throughout the prep process, these covers minimize cross-contamination. Ensure space saving when stacking food pans, while crystal-clear options offer at-a-glance inventory and -40°F to 210°F (-40°C to 99°C) temperature resistance. Safe for commercial dishwashers, with handled covers available in light-blocking black design, for additional convenience. Don’t settle for passable pan covers – choose a Camwear® Lid solution that adapts to your unique food service!</p>

<ul>
<li>Durable protection for your Camwear® food pans.</li>
<li>Select from flat cover, cover w/ handle, & notched cover w/ handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in flat cover & flat notched cover only.</li>
<li>Cover w/ Handle available in light blocking black.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Safe for high heat commercial dishwashers.</li>
</ul>
"
CAM1-20PPCWSC-190,"<p>Use to cover food pan contents and reduce the risk of cross-contamination with these versatile Camwear® Food Pan Lids. Available in various styles to suit your needs, these lids ensure food safety and efficiency in your kitchen.</p>

<ul>
<li>Choose from covers with handle, notched covers with handle, flat cover (ninth size only), or seal covers.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>Personalize this product for added value.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-22HP-150,"<ul>
<li>Go from flash freezing to reheating in the same pan!</li>
<li>Choose your perfect fit with GN 1/1, 1/2, 1/3, 1/4, 1/6, and 1/9 solutions.</li>
<li>Available in 2.5” to 6” (6.5 to 15 cm) depth depending on GN size.</li>
<li>Easy inventory with the translucent amber color option.</li>
<li>Molded in graduations in standard and metric for easy inventory.</li>
<li>Uniform 1/2” (1.27 cm) flange ensures a smooth fit in prep tables and food bars.</li>
<li>Non-stick interior reduces product waste and improves yield.</li>
<li>Pans stack neatly without sticking.</li>
<li>Withstands temperatures from 40°F to 375°F (-40°C to 190°C).</li>
<li>Personalization available.</li>
<li>Dishwasher safe.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
<li>This product is safe for use in microwaves.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
</ul>
"
CAM1-23CLRCW-135,"<ul>
<li>This clear Cambro Camwear 3"" deep polycarbonate colander pan fits easily into 4"" deep (and deeper) 1/2 size food pans, allowing you to rinse, drain, and store contents all in one unit.</li>
<li>Ideal for safely draining fruits and vegetables, thawing meat or poultry, or storing seafood on ice, with liquids draining directly into the food pan below to enhance food quality and reduce handling.</li>
<li>The 3"" deep 1/2 size colander pan can be easily lifted out of the food pan for safe and quick disposal of liquids as needed.</li>
</ul>
"
CAM1-23CLRHP-150,"<ul>
<li>This amber Cambro H-Pan™ 3"" deep high heat plastic colander pan fits easily into a 4"" deep (or deeper) 1/2 size food pan to effectively drain liquids and grease away from hot foods, improving food quality.</li>
<li>Ideal for use in steam tables and buffet lines, and can be easily lifted out of the food pan for safe and quick disposal of liquids.</li>
<li>Designed for efficient storage and transport, this colander pan stacks with similar items to create more usable space.</li>
</ul>
"
CAM1-24CW-110,"<ul>
<li>Ensure efficiency while increasing food safety with this Cambro Camwear 4"" deep black 1/2 size polycarbonate food pan.</li>
<li>Built to withstand temperatures from -40°F to 210°F, and made of virtually-unbreakable Camwear polycarbonate, this pan is designed to last even in the toughest commercial kitchens.</li>
<li>This pan won't crack, bend, or dent, making it perfect for storing, transporting, and serving all from the same pan.</li>
<li>The sleek black coloring offers a sophisticated, professional look, while molded-in graduations in standard and metric measurements promote easy inventory management.</li>
<li>A uniform 1/2"" flange ensures a smooth fit in prep tables and food bars, and a textured bottom resists scratching under everyday conditions.</li>
<li>The non-stick, smooth interior surface promotes easy cleaning while increasing yields, and a large radius bottom limits food waste.</li>
</ul>
"
CAM1-24HP-150,"<ul>
<li>This amber Cambro H-Pan™ 4"" deep, 1/2 size high heat plastic food pan is perfect for holding high heat and freezing foods in any commercial kitchen.</li>
<li>Built with strong, durable materials to withstand extreme temperatures from -40°F to 375°F and helps maintain your food's temperature after it's taken out of the oven or freezer.</li>
<li>The high heat food pan's convenient, non-stick smooth interior surface increases yields and promotes easy cleaning.</li>
<li>To aid in storage, transport, and create more usable space, this pan will even stack with similar items without wedging or sticking.</li>
</ul>
"
CAM1-24PP-190,"<ul>
<li>Keep your food fresh and secure with the help of this Cambro 24PP190 1/2 Size 4"" deep translucent polypropylene food pan.</li>
<li>Designed to expand the functionality of your food storage and serving operation, this versatile item boasts a temperature range of -40 to 160 degrees Fahrenheit.</li>
<li>The pan features a uniform 1/2"" outside rim that ensures a smooth fit into prep tables and food bars, as well as vending carts.</li>
<li>Its textured bottom reduces damage caused by scratching.</li>
<li>The durable polypropylene construction is resistant to stains and chemicals, promoting increased longevity and added flavor and freshness protection.</li>
</ul>
"
CAM1-30CFC-135,"<ul>
<li>Ideal for use with Cambro food bars, buffet tables, or for perishable condiments.</li>
<li>Perfect for cold salad ingredients, butter pats, or creamers.</li>
<li>Keeps contents chilled at or below HACCP guidelines of 41°F (4°C) without ice.</li>
<li>Freeze for eight hours or overnight before filling with pre-chilled product.</li>
<li>Half and third-size pans hold contents cold for up to eight hours.</li>
<li>Sixth-size pan holds contents cold for up to six hours.</li>
<li>Made of high impact ABS material and filled with non-toxic gel.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>Personalize this product for added value.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-30CWCHN-135,"<p>Camwear® food pan lids offer Cambro durability and a variety of options to preserve freshness! Designed to support HACCP guidelines, Camwear® lids are ideal for use in prep tables, reach-in refrigerators, and walk-in coolers. Engineered for maintaining freshness, flavor, and quality throughout the prep process, these covers minimize cross-contamination. Ensure space saving when stacking food pans, while crystal-clear options offer at-a-glance inventory and -40°F to 210°F (-40°C to 99°C) temperature resistance. Safe for commercial dishwashers, with handled covers available in light-blocking black design, for additional convenience. Don’t settle for passable pan covers – choose a Camwear® Lid solution that adapts to your unique food service!</p>

<ul>
<li>Durable protection for your Camwear® food pans.</li>
<li>Select from flat cover, cover with handle, and notched cover with handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in flat cover and flat notched cover only.</li>
<li>Cover with handle available in light-blocking black.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Safe for high heat commercial dishwashers.</li>
</ul>
"
CAM1-30CWLN-135,"<p>Camwear® food pan lids offer Cambro durability and a variety of options to preserve freshness! Designed to support HACCP guidelines, Camwear® lids are ideal for use in prep tables, reach-in refrigerators, and walk-in coolers. Engineered for maintaining freshness, flavor, and quality throughout the prep process, these covers minimize cross-contamination. Ensure space saving when stacking food pans, while crystal-clear options offer at-a-glance inventory and -40°F to 210°F (-40°C to 99°C) temperature resistance. Safe for commercial dishwashers, with handled covers available in light-blocking black design, for additional convenience. Don’t settle for passable pan covers – choose a Camwear® Lid solution that adapts to your unique food service!</p>

<ul>
<li>Durable protection for your Camwear® food pans.</li>
<li>Select from flat cover, cover with handle, and notched cover with handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in flat cover and flat notched cover only.</li>
<li>Cover with handle available in light-blocking black.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Safe for high heat commercial dishwashers.</li>
</ul>
"
CAM1-30HPD-150,"<p>Preserve freshness and flavor with the freezer to oven flexibility of Cambro’s High Heat H-Pan Lids! Outstanding for flash freezing and reheating, these pan lids are ideal for use in heated carts, buffets, and microwaves. Reduces handling and cross-contamination at every step, offering durable options with and without handles. The translucent amber color offers at-a-glance inventory and an incredible -40°F to 375°F (-40°C to 190°C) temperature resistance. Safe in commercial dishwashers for additional convenience. Complete your high heat food pan solution with H-Pan lids that deliver consistent Cambro durability and quality!</p>

<ul>
<li>Durable protection for your high heat H-pans.</li>
<li>Select from flat cover, cover with handle, and notched cover with handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in flat cover only.</li>
<li>Withstands -40°F to 375°F (-40°C to 190°C).</li>
<li>Translucent amber offers at-a-glance inventory.</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Dishwasher safe.</li>
<li>NSF Listed.</li>
<li>Listed by NSF International, an independent, not-for-profit organization which certifies products for sanitation and cleanability.</li>
<li>Personalize this product for added value.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>This product is safe for use in microwaves.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-30HPL-150,"<p>Cambro high heat flip lids are designed to support HACCP guidelines by keeping hot food protected on service lines and prep stations between servings. Lid flips up to easily access contents without removing lid from pan.</p>

<ul>
<li>Helps keep food hot and fresh and reduces risk of cross contamination.</li>
<li>Withstands and adapts to different temperatures cold to hot from -40˚ to 375˚F (-40˚ to 190˚C).</li>
<li>Amber translucent color allows adequate visibility for inventory management.</li>
<li>Personalize this product for added value.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>This product is safe for use in microwaves.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-30PPCWSC-190,"<p>Use to cover food pan contents and reduce risk of cross contamination.</p>

<ul>
<li>Choose from covers with handle, notched covers with handle, flat cover (ninth size only) or seal covers.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>Personalize this product for added value.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
</ul>
"
CAM1-30PPD-190,"<p>Polypropylene drain shelves ensure that food and condiments stay fresh longer by keeping liquids separate from food. The finger notch allows you to place it in the bottom of your existing Translucent Food Pan to keep food product elevated and out of juices, preserving freshness and food quality.</p>

<ul>
<li>Translucent drain shelves are ideal for prepped produce, storing tomatoes away from acidic juices, or any liquid-based food condiments.</li>
<li>Liquids drain directly into the food pan below for easy disposal.</li>
<li>Polypropylene drain shelves withstand temperatures from -40°F to 160°F (-40°C to 70°C).</li>
</ul>
"
CAM1-32HP1H-150,"<ul><li>Features:</li><li>Go from prep to freezer to oven, then right to service with this all-purpose Cambro High Heat H-Pan!</li><li>Ideal for efficient kitchens employing microwaves, steam tables, and ovens.</li><li>Versatile pan performs from 40&deg;F to 375&deg;CF (-40&deg;C to 190&deg;C), suitable for reheating applications.</li><li>Reduces cross-contamination risk and clean-up with non-stick, easy-clean design.</li><li>Molded-in graduations and translucent amber color option for easy inventory and identification.</li><li>Available in various sizes (GN 1/1, 1/2, 1/3, 1/4, 1/6, and 1/9) .</li><li>Uniform 1.27cm flange ensures smooth fit in prep tables and food bars.</li><li>Non-stick interior reduces product waste and improves yield.</li><li>Pans stack neatly without sticking, enhancing storage efficiency.</li><li>Dishwasher safe and safe for use in microwaves and high heat commercial dishwashers.</li><li>The Cambro StoreSafe mark identifies storage and transport products supporting safe food handling.</li><li>Personalization available.</li><li>Stackable design for added efficiency in storage space.</li><li>One carton of product meets weight and cube requirements for parcel carrier shipping.</li></ul>"
CAM1-50MCCW-135,"<p>Store, transport, and serve all-in-one with the food pan built from crystal-clear, virtually unbreakable Camwear®! This Gastronorm designed solution is half the cost of stainless steel and keeps product just as cold for just as long, outstanding for prep stations, buffets, and banquet service. Withstands temperatures -40°F to 210°F (-40°C to 99°C), and resists chemicals for added flavor and freshness protection. The non-stick smooth interior increases yield and promotes easy cleaning, safe to use in high heat commercial dishwashers. The Camwear® Food Pan’s uniform 1/2” (1.27cm) flange guarantees a quick and comfortable fit in your prep table or food bar, with easy inventory graduations in both metric and standard. Pick a food pan that can do it all and keep delivering – the Camwear® Food Pan!</p>

<ul>
<li>Choose your perfect fit with GN 1/1, 1/2, 1/3, 1/4, 1/6, 1/8, and 1/9 solutions.</li>
<li>Available in 2.5” to 8” (6.5 to 20cm) depth depending on GN size.</li>
<li>Virtually unbreakable Camwear® resists high volume wear and tear.</li>
<li>Uniform 1/2” (1.27cm) flange ensures a smooth fit in prep tables and food bars.</li>
<li>Molded in graduations in standard and metric for easy inventory.</li>
<li>Non-stick interior reduces product waste and improves yield.</li>
<li>Textured bottom reduces scratching damage.</li>
<li>Stacking saves valuable space when not in use.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain, acid, and odor resistant.</li>
<li>Listed by NSF International, an independent, not-for-profit organization which certifies products for sanitation and cleanability.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>Personalize this product for added value.</li>
</ul>
"
CAM1-80CWCHN-135,"<ul>
<li>Durable protection for your Camwear® food pans.</li>
<li>Select from Flat Cover, Cover w/ Handle, & Notched Cover w/ Handle.</li>
<li>Fits between GN 1/1 to 1/8 pan options.</li>
<li>GN 1/9 available in Flat Cover & Flat Notched Cover only.</li>
<li>Cover w/ Handle available in light blocking black.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain and odor resistant for everyday use.</li>
<li>Personalization available.</li>
<li>Dishwasher safe.</li>
<li>NSF Listed.</li>
<li>The Cambro StoreSafe mark identifies storage and transport products that support safe food handling.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
</ul>
"
CAM1-96PCW-135,"<ul>
<li>Choose your perfect fit with GN 1/1, 1/2, 1/3, 1/4, 1/6, 1/8, and 1/9 solutions.</li>
<li>Available in 2.5” to 8” (6.5 to 20 cm) depth depending on GN size.</li>
<li>Virtually unbreakable Camwear® resists high volume wear and tear.</li>
<li>Uniform 1/2” (1.27 cm) flange ensures a smooth fit in prep tables and food bars.</li>
<li>Molded in graduations in standard and metric for easy inventory.</li>
<li>Non-stick interior reduces product waste and improves yield.</li>
<li>Textured bottom reduces scratching damage.</li>
<li>Stacking saves valuable space when not in use.</li>
<li>Withstands -40°F to 210°F (-40°C to 99°C).</li>
<li>Stain, acid, and odor resistant.</li>
<li>Stack this product for added efficiency in storage space.</li>
<li>One carton of product is within the weight and cube requirements to be shipped by parcel carrier.</li>
<li>This product is safe for high heat commercial dishwashers.</li>
<li>Personalize this product for added value.</li>
</ul>
"
CAM1-RFS18-148,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-RFS22-148,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-RFS4-148,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-RFS6-148,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-RFS6PP-190,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-RFS8-148,"<ul>
<li><strong>Spacious Storage:</strong> The Cambro 8 qt Polyethylene Round Food Storage Container holds a significant amount of food, making it a versatile solution for various kitchen storage needs.</li>

<li><strong>Color Coded Graduations:</strong> Features color-coded graduations on the side to help you easily estimate the remaining stock and manage inventory effectively.</li>

<li><strong>Tough and Stain-Resistant:</strong> Made from incredibly tough and stain-resistant polyethylene plastic, ensuring durability and easy maintenance.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand a wide range of temperatures, making it suitable for storage in virtually any location, from refrigerators to freezers.</li>
</ul>
"
CAM1-RFSC2PP-190,"<ul>
<li><strong>Durable Construction:</strong> Made from durable polypropylene for long-lasting quality, this round container lid withstands temperatures from -40 to 160 degrees Fahrenheit. Ideal for use with a variety of foods, these covers are built to endure everyday use in busy kitchens, whether you're a chef, caterer, or cafe owner.</li>

<li><strong>Tight Seal:</strong> Provides a secure seal to keep food safe from air and unwanted particles. The clear material allows for easy content visibility.</li>

<li><strong>Easy Removal:</strong> Designed with thumb tabs for easier removal, making it simple to use and reducing the risk of spills when removing the lid.</li>
</ul>
"
CAM1-RFSC6PP-190,"<ul>
<li><strong>Exceedingly Versatile:</strong> This container is perfect for portioning and storing all your ingredients, toppings, and pre-prepared foods. Pair with a compatible lid (sold separately) to keep your foods fresh. The solid white color makes it easy to spot in a crowded refrigerator or dry storage room, and a 1 qt. capacity provides the ideal amount of storage for extra servings of your favorite recipes!</li>

<li><strong>Stain-Resistant Plastic:</strong> Made of BPA-free, stain-resistant plastic that won't be harmed by food acids, oils, and alcohol.</li>

<li><strong>Integrated Handles:</strong> A pair of handles ensures easy transport, and molded-in holes allow for quick, sanitary drying after dishwashing.</li>

<li><strong>Measurement Graduations:</strong> Large, easy-to-read measurement graduations listed in both quarts and liters allow you to manage your inventory at a glance. The markings are in a darker, winter rose red color that stands out on the translucent container.</li>

<li><strong>Versatile Temperature Range:</strong> Can withstand temperatures from -40 to 160 degrees Fahrenheit, making it safe for use in both refrigerators and freezers.</li>

<li><strong>Round Shape:</strong> The round shape allows multiple containers to be conveniently packed onto shelves without wasting space. The design also promotes proper air circulation around the container for even heat distribution.</li>
</ul>
"
CAM1-SCP24CW-135,"<ul>
<li><strong>Ideal Compatibility:</strong> This Cambro Camwear clear polycarbonate scoop is perfect for use with Cambro ice caddies and ingredient bins.</li>

<li><strong>Durable Design:</strong> Made from strong polycarbonate, it will not dent, chip, or rust under everyday use, ensuring long-lasting performance.</li>

<li><strong>Convenient Storage:</strong> Features a hanging hole along its durable, molded-in sure grip handle, making it easy to store out of the way when not in use.</li>
</ul>
"
